Date,Temp,CO2,CH4,N2O,PrimaryEnergy,LandUseCO2,CementCO2,FlaringCO2,TimeSinceBaseline,MonthSin,MonthCos,CO2_GrowthRate,CH4_GrowthRate,N2O_GrowthRate,CO2_MA12,CH4_MA12,N2O_MA12,Temp_MA12,Temp_Lag1,Temp_Lag12,CO2_Accel
2019-01-01,0.93,409.93,1865.01,331.78,163694.609,4887.178,1615.727,432.392,732,0.49999999999999994,0.8660254037844387,0.1808450841907172,-0.054125893613143905,0.03014954172695372,407.81750000000005,1858.3191666666664,331.02833333333336,0.8558333333333334,0.92,0.82,-0.3299999999999841
2019-02-01,0.95,410.35,1865.03,331.75,163694.609,4887.178,1615.727,432.392,733,0.8660254037844386,0.5000000000000001,0.10245651696632052,0.0010723803089529582,-0.009042136355408292,407.99333333333334,1859.1483333333333,331.12416666666667,0.8650000000000001,0.93,0.84,-0.3199999999999932
2019-03-01,1.17,410.9,1866.3,331.66,163694.609,4887.178,1615.727,432.392,734,1.0,6.123233995736766e-17,0.134031923967326,0.06809541937662367,-0.027128862094938366,408.17,1859.9258333333335,331.205,0.8891666666666667,0.95,0.88,0.1299999999999386
2019-04-01,1.01,411.35,1865.33,331.62,163694.609,4887.178,1615.727,432.392,735,0.8660254037844387,-0.49999999999999983,0.10951569724995114,-0.051974494990092435,-0.012060543930536571,408.3591666666666,1860.6416666666667,331.2808333333333,0.9,1.17,0.88,-0.09999999999990905
2019-05-01,0.86,411.36,1861.96,331.64,163694.609,4887.178,1615.727,432.392,736,0.49999999999999994,-0.8660254037844387,0.002431019812809687,-0.1806650833900636,0.006030999336581466,408.5616666666667,1861.2458333333332,331.3591666666667,0.9041666666666667,1.01,0.81,-0.44000000000005457
2019-06-01,0.9,410.54,1858.57,331.73,163694.609,4887.178,1615.727,432.392,737,1.2246467991473532e-16,-1.0,-0.19933877868533179,-0.18206620980043553,0.02713786033048393,408.7683333333334,1861.805833333333,331.445,0.9158333333333334,0.86,0.76,-0.8299999999999841
2019-07-01,0.94,408.88,1857.99,331.84,163694.609,4887.178,1615.727,432.392,738,-0.4999999999999998,-0.8660254037844388,-0.4043454961757731,-0.031206788014437326,0.03315949718143418,408.96750000000003,1862.5508333333335,331.5358333333333,0.9250000000000002,0.9,0.83,-0.8400000000000318
2019-08-01,0.95,407.64,1862.87,331.88,163694.609,4887.178,1615.727,432.392,739,-0.8660254037844384,-0.5000000000000004,-0.3032674623361431,0.2626494222250919,0.012054001928651914,409.1766666666667,1863.4616666666664,331.6191666666667,0.9391666666666666,0.94,0.78,0.4200000000000159
2019-09-01,0.93,407.93,1870.79,331.93,163694.609,4887.178,1615.727,432.392,740,-1.0,-1.8369701987210297e-16,0.07114120302227356,0.4251504399126027,0.01506568639266792,409.4041666666667,1864.3225,331.69,0.9500000000000001,0.95,0.8,1.5300000000000296
2019-10-01,1.0,409.44,1875.42,332.08,163694.609,4887.178,1615.727,432.392,741,-0.8660254037844386,0.5000000000000001,0.3701615473242992,0.2474890286991105,0.04519025095652829,409.6358333333333,1865.1283333333333,331.7558333333333,0.9491666666666667,0.93,1.01,1.2199999999999704
